veiculos,coleta_ts
"{'codigo': '901003', 'placa': 'RKM8C54', 'linha': '22', 'latitude': -23.000881, 'longitude': -43.364336, 'dataHora': 1749232024000, 'velocidade': 10.2, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA]', 'hodometro': 192837.8, 'direcao': 188, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902455', 'placa': '', 'linha': '46', 'latitude': -22.965279, 'longitude': -43.39198, 'dataHora': 1749231585000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '46 - PENHA X ALVORADA (EXPRESSO) [IDA]', 'hodometro': 87900.1, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': 'KWB9798 - APOIO VAN', 'placa': 'KWB9798', 'linha': '0', 'latitude': -23.000926, 'longitude': -43.364399, 'dataHora': 1749232585000, 'velocidade': 20.1, 'id_migracao_trajeto': '', 'sentido': '', 'trajeto': '', 'hodometro': 10566.5, 'direcao': 219, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901002', 'placa': '', 'linha': '22', 'latitude': -23.000106, 'longitude': -43.344324, 'dataHora': 1749232573000, 'velocidade': 39.9, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA]', 'hodometro': 166751.9, 'direcao': 271, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902313', 'placa': '', 'linha': '61', 'latitude': -22.848921, 'longitude': -43.397409, 'dataHora': 1749232580000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA]', 'hodometro': 14928.6, 'direcao': 110, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902103', 'placa': '', 'linha': '41', 'latitude': -23.008407, 'longitude': -43.440865, 'dataHora': 1749232569000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA]', 'hodometro': 118689.7, 'direcao': ' ', 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901001', 'placa': 'RJD7J89', 'linha': '51', 'latitude': -22.964857, 'longitude': -43.392178, 'dataHora': 1749229066000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA]', 'hodometro': 178762.4, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901050', 'placa': '', 'linha': '35', 'latitude': -22.914756, 'longitude': -43.36088, 'dataHora': 1749232584000, 'velocidade': 16, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA]', 'hodometro': 200961.5, 'direcao': 28, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901077', 'placa': '', 'linha': '52', 'latitude': -22.964892, 'longitude': -43.392009, 'dataHora': 1749231824000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA]', 'hodometro': 170211.3, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903045', 'placa': '', 'linha': '17', 'latitude': -22.919699, 'longitude': -43.607102, 'dataHora': 1749232587000, 'velocidade': 19.3, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA]', 'hodometro': 88309.2, 'direcao': 177, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902119', 'placa': '', 'linha': '40', 'latitude': -23.001217, 'longitude': -43.364291, 'dataHora': 1749212129000, 'velocidade': 20.4, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA]', 'hodometro': 115046.5, 'direcao': 13, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901058', 'placa': '', 'linha': '52', 'latitude': -22.965185, 'longitude': -43.391861, 'dataHora': 1749220567000, 'velocidade': 0.2, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA]', 'hodometro': 240961.2, 'direcao': 148, 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902105', 'placa': '', 'linha': '40', 'latitude': -22.877014, 'longitude': -43.330119, 'dataHora': 1749231289000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA]', 'hodometro': 111117.8, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901071', 'placa': '', 'linha': '52', 'latitude': -23.001292, 'longitude': -43.365573, 'dataHora': 1749212493000, 'velocidade': 21.8, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA]', 'hodometro': 236358.4, 'direcao': 84, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903027', 'placa': '', 'linha': '42', 'latitude': -22.842367, 'longitude': -43.272748, 'dataHora': 1749232572000, 'velocidade': 0.7, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA]', 'hodometro': 24795.2, 'direcao': 280, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901066', 'placa': '', 'linha': '52', 'latitude': -22.964873, 'longitude': -43.392037, 'dataHora': 1749229151000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA]', 'hodometro': 226005.6, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903026', 'placa': '', 'linha': '38', 'latitude': -22.877048, 'longitude': -43.329797, 'dataHora': 1744861582000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '38 - FUNDÃO X ALVORADA (PARADOR) [IDA]', 'hodometro': 222715.5, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903029', 'placa': '', 'linha': '42', 'latitude': -22.839729, 'longitude': -43.239646, 'dataHora': 1749232581000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA]', 'hodometro': 175150.5, 'direcao': 145, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
